template,code,meaning
Radiografía de Torax para detección de Tuberculosis-50140,RID1384,mediastinum
Radiografía de Torax para detección de Tuberculosis-50140,RID3874,mass
Radiografía de Torax para detección de Tuberculosis-50140,RID28473,absent
Radiografía de Torax para detección de Tuberculosis-50140,RID28472,present
Radiografía de Torax para detección de Tuberculosis-50140,RID5825,right
Radiografía de Torax para detección de Tuberculosis-50140,RID28454,none
Radiografía de Torax para detección de Tuberculosis-50140,RID5774,small
Radiografía de Torax para detección de Tuberculosis-50140,RID5672,moderate
Radiografía de Torax para detección de Tuberculosis-50140,RID5778,large
Radiografía de Torax para detección de Tuberculosis-50140,RID5824,left
Radiografía de Torax para detección de Tuberculosis-50140,RID28454,none
Radiografía de Torax para detección de Tuberculosis-50140,RID5774,small
Radiografía de Torax para detección de Tuberculosis-50140,RID5672,moderate
Radiografía de Torax para detección de Tuberculosis-50140,RID5778,large
Radiografía de Torax para detección de Tuberculosis-50140,RID1362,pleura
Radiografía de Torax para detección de Tuberculosis-50140,RID3829,scar
Radiografía de Torax para detección de Tuberculosis-50140,RID28454,none
Radiografía de Torax para detección de Tuberculosis-50140,RID5825,right
Radiografía de Torax para detección de Tuberculosis-50140,RID28584,apex of lung
Radiografía de Torax para detección de Tuberculosis-50140,RID5825,right
Radiografía de Torax para detección de Tuberculosis-50140,RID5821,laterality
Radiografía de Torax para detección de Tuberculosis-50140,RID5825,right
Radiografía de Torax para detección de Tuberculosis-50140,RID5834,basilar
Radiografía de Torax para detección de Tuberculosis-50140,RID5824,left
Radiografía de Torax para detección de Tuberculosis-50140,RID5833,apical
Radiografía de Torax para detección de Tuberculosis-50140,RID5824,left
Radiografía de Torax para detección de Tuberculosis-50140,RID5821,laterality
Radiografía de Torax para detección de Tuberculosis-50140,RID5824,left
Radiografía de Torax para detección de Tuberculosis-50140,RID5834,basilar
Radiografía de Torax para detección de Tuberculosis-50140,RID5825,right
Radiografía de Torax para detección de Tuberculosis-50140,RID28454,none
Radiografía de Torax para detección de Tuberculosis-50140,RID5774,small
Radiografía de Torax para detección de Tuberculosis-50140,RID5672,moderate
Radiografía de Torax para detección de Tuberculosis-50140,RID5778,large
Radiografía de Torax para detección de Tuberculosis-50140,RID5824,left
Radiografía de Torax para detección de Tuberculosis-50140,RID28454,none
Radiografía de Torax para detección de Tuberculosis-50140,RID5774,small
Radiografía de Torax para detección de Tuberculosis-50140,RID5672,moderate
Radiografía de Torax para detección de Tuberculosis-50140,RID5778,large
Radiografía de Torax para detección de Tuberculosis-50140,RID13170,impression section
Radiografía de Torax para detección de Tuberculosis,RID10345,projection radiography
Radiografía de Torax para detección de Tuberculosis,RID1243,thorax
Radiografía de Torax para detección de Tuberculosis,RID29116,tuberculosis
Radiografía de Torax para detección de Tuberculosis,RID13166,clinical information
Radiografía de Torax para detección de Tuberculosis,RID29116,tuberculosis
Radiografía de Torax para detección de Tuberculosis,RID28817,screening
Radiografía de Torax para detección de Tuberculosis,RID28483,comparison
Radiografía de Torax para detección de Tuberculosis,RID28486,observations section
Radiografía de Torax para detección de Tuberculosis,RID28454,none
Radiografía de Torax para detección de Tuberculosis,RID5825,right
Radiografía de Torax para detección de Tuberculosis,RID5824,left
Radiografía de Torax para detección de Tuberculosis,RID5701,diffuse
Radiografía de Torax para detección de Tuberculosis,RID1301,lung
Radiografía de Torax para detección de Tuberculosis,RID28668,volume
Radiografía de Torax para detección de Tuberculosis,RID13173,normal
Radiografía de Torax para detección de Tuberculosis,RID5884,hyperinflated
Radiografía de Torax para detección de Tuberculosis,RID28799,interstitial lung disease
Radiografía de Torax para detección de Tuberculosis,RID28454,none
Radiografía de Torax para detección de Tuberculosis,RID5825,right
Radiografía de Torax para detección de Tuberculosis,RID5824,left
Radiografía de Torax para detección de Tuberculosis,RID5701,diffuse
Radiografía de Torax para detección de Tuberculosis,RID28493,atelectasis
Radiografía de Torax para detección de Tuberculosis,RID13173,normal
Radiografía de Torax para detección de Tuberculosis,RID1315,lower lobe of right lung
Radiografía de Torax para detección de Tuberculosis,RID1315,lower lobe of right lung
Radiografía de Torax para detección de Tuberculosis,RID1327,upper lobe of left lung
Radiografía de Torax para detección de Tuberculosis,RID1338,lower lobe of left lung
Radiografía de Torax para detección de Tuberculosis,RID28454,none
Radiografía de Torax para detección de Tuberculosis,RID35095,coin lesion
Radiografía de Torax para detección de Tuberculosis,RID5765,multiple
Radiografía de Torax para detección de Tuberculosis,RID35377,miliary pattern
Radiografía de Torax para detección de Tuberculosis,RID28454,none
Radiografía de Torax para detección de Tuberculosis,RID5671,mild
Radiografía de Torax para detección de Tuberculosis,RID5672,moderate
Radiografía de Torax para detección de Tuberculosis,RID5673,severe
Radiografía de Torax para detección de Tuberculosis,RID480,aorta
Radiografía de Torax para detección de Tuberculosis,RID13173,normal
Radiografía de Torax para detección de Tuberculosis,RID480,aorta
Radiografía de Torax para detección de Tuberculosis,RID5789,ectatic
Radiografía de Torax para detección de Tuberculosis,RID480,aorta
Radiografía de Torax para detección de Tuberculosis,RID3321,aneurysm
Radiografía de Torax para detección de Tuberculosis,RID28588,set of pulmonary veins
Radiografía de Torax para detección de Tuberculosis,RID28586,set of pulmonary arteries
Radiografía de Torax para detección de Tuberculosis,RID13173,normal
Radiografía de Torax para detección de Tuberculosis,RID5791,enlarged
Radiografía de Torax para detección de Tuberculosis,RID36044,decreased
Radiografía de Torax para detección de Tuberculosis,RID3798,lymphadenopathy
Radiografía de Torax para detección de Tuberculosis,RID7726,paratracheal lymph node
Radiografía de Torax para detección de Tuberculosis,RID28473,absent
Radiografía de Torax para detección de Tuberculosis,RID28472,present
Radiografía de Torax para detección de Tuberculosis,RID3798,lymphadenopathy
Radiografía de Torax para detección de Tuberculosis,RID1497,bronchopulmonary lymph node
Radiografía de Torax para detección de Tuberculosis,RID28454,none
Radiografía de Torax para detección de Tuberculosis,RID5825,right
Radiografía de Torax para detección de Tuberculosis,RID5824,left
Radiografía de Torax para detección de Tuberculosis,RID1384,mediastinum
Radiografía de Torax para detección de Tuberculosis,RID3874,mass
Radiografía de Torax para detección de Tuberculosis,RID28473,absent
Radiografía de Torax para detección de Tuberculosis,RID28472,present
Radiografía de Torax para detección de Tuberculosis,RID5825,right
Radiografía de Torax para detección de Tuberculosis,RID28454,none
Radiografía de Torax para detección de Tuberculosis,RID5774,small
Radiografía de Torax para detección de Tuberculosis,RID5672,moderate
Radiografía de Torax para detección de Tuberculosis,RID5778,large
Radiografía de Torax para detección de Tuberculosis,RID5824,left
Radiografía de Torax para detección de Tuberculosis,RID28454,none
Radiografía de Torax para detección de Tuberculosis,RID5774,small
Radiografía de Torax para detección de Tuberculosis,RID5672,moderate
Radiografía de Torax para detección de Tuberculosis,RID5778,large
Radiografía de Torax para detección de Tuberculosis,RID1362,pleura
Radiografía de Torax para detección de Tuberculosis,RID3829,scar
Radiografía de Torax para detección de Tuberculosis,RID28454,none
Radiografía de Torax para detección de Tuberculosis,RID5825,right
Radiografía de Torax para detección de Tuberculosis,RID28584,apex of lung
Radiografía de Torax para detección de Tuberculosis,RID5825,right
Radiografía de Torax para detección de Tuberculosis,RID5821,laterality
Radiografía de Torax para detección de Tuberculosis,RID5825,right
Radiografía de Torax para detección de Tuberculosis,RID5834,basilar
Radiografía de Torax para detección de Tuberculosis,RID5824,left
Radiografía de Torax para detección de Tuberculosis,RID5833,apical
Radiografía de Torax para detección de Tuberculosis,RID5824,left
Radiografía de Torax para detección de Tuberculosis,RID5821,laterality
Radiografía de Torax para detección de Tuberculosis,RID5824,left
Radiografía de Torax para detección de Tuberculosis,RID5834,basilar
Radiografía de Torax para detección de Tuberculosis,RID5825,right
Radiografía de Torax para detección de Tuberculosis,RID28454,none
Radiografía de Torax para detección de Tuberculosis,RID5774,small
Radiografía de Torax para detección de Tuberculosis,RID5672,moderate
Radiografía de Torax para detección de Tuberculosis,RID5778,large
Radiografía de Torax para detección de Tuberculosis,RID5824,left
Radiografía de Torax para detección de Tuberculosis,RID28454,none
Radiografía de Torax para detección de Tuberculosis,RID5774,small
Radiografía de Torax para detección de Tuberculosis,RID5672,moderate
Radiografía de Torax para detección de Tuberculosis,RID5778,large
Radiografía de Torax para detección de Tuberculosis,RID13170,impression section
Radiografía de Tórax ,RID10345,projection radiography
Radiografía de Tórax ,RID1243,thorax
Radiografía de Tórax ,RID1559,procedure
Radiografía de Tórax ,RID13166,clinical information
Radiografía de Tórax ,RID28483,comparison
Radiografía de Tórax ,RID1385,heart
Radiografía de Tórax ,RID13437,lungs
Radiografía de Tórax ,RID28569,set of bones
Radiografía de Tórax ,RID13170,impression section
Radiografía de tórax-50144,RID10345,projection radiography
Radiografía de tórax-50144,RID1243,thorax
Radiografía de tórax-50144,RID1559,procedure
Radiografía de tórax-50144,RID13166,clinical information
Radiografía de tórax-50144,RID28483,comparison
Radiografía de tórax-50144,RID1385,heart
Radiografía de tórax-50144,RID13437,lungs
Radiografía de tórax-50144,RID28569,set of bones
Radiografía de tórax-50144,RID13170,impression section
Radiografía de tórax,RID10345,projection radiography
Radiografía de tórax,RID1243,thorax
Radiografía de tórax,RID1559,procedure
Radiografía de tórax,RID13166,clinical information
Radiografía de tórax,RID28483,comparison
Radiografía de tórax,RID1385,heart
Radiografía de tórax,RID13437,lungs
Radiografía de tórax,RID28569,set of bones
Radiografía de tórax,RID13170,impression section
Right Wrist Xray,RID10345,projection radiography
Right Wrist Xray,RID2177,wrist
Right Wrist Xray,RID1559,procedure
Right Wrist Xray,RID28483,comparison
Right Wrist Xray,RID28569,set of bones
Right Wrist Xray,RID28711,set of joints
Right Wrist Xray,RID35730,portion of soft tissue
Right Wrist Xray,RID13170,impression section
RTG jamy brzusznej,RID56,abdomen
RTG jamy brzusznej,RID10345,projection radiography
RTG jamy brzusznej,RID1559,procedure
RTG jamy brzusznej,RID13166,clinical information
RTG jamy brzusznej,RID56,abdomen
RTG jamy brzusznej,RID28803,pain
RTG jamy brzusznej,RID5787,distended
RTG jamy brzusznej,RID56,abdomen
RTG jamy brzusznej,RID28707,placement
RTG jamy brzusznej,RID5566,nasogastric tube
RTG jamy brzusznej,RID5729,postoperative
RTG jamy brzusznej,RID28483,comparison
RTG jamy brzusznej,RID28453,abnormal
RTG jamy brzusznej,RID34642,calcifications
RTG jamy brzusznej,RID28569,set of bones
RTG jamy brzusznej,RID13173,normal
RTG jamy brzusznej,RID13170,impression section
RX de Tórax,RID10345,projection radiography
RX de Tórax,RID1243,thorax
RX de Tórax,RID1559,procedure
RX de Tórax,RID13166,clinical information
RX de Tórax,RID28483,comparison
RX de Tórax,RID1385,heart
RX de Tórax,RID13437,lungs
RX de Tórax,RID28569,set of bones
RX de Tórax,RID13170,impression section
Scanner cérvical,RID28847,lymph node group
Scanner cérvical,RID7540,suprahyoid neck
Scanner cérvical,RID7578,thyroid gland
Scanner cérvical,RID13170,impression section
Scanner cérvical,RID13173,normal
Scanner cérvical,RID1432,thoracic inlet
Scanner cérvical,RID15990,vasculature of organ
Scanner cérvical,RID7576,infrahyoid neck
Scanner cérvical,RID9990,nasopharynx
Scanner cérvical,RID28601,orbits
Scanner cérvical,RID13166,clinical information
Scanner cérvical,RID1559,procedure
Serie Abdominal-50141,RID56,abdomen
Serie Abdominal-50141,RID130,intestine
Serie Abdominal-50141,RID4803,pneumoperitoneum
Serie Abdominal-50141,RID10345,projection radiography
Serie Abdominal-50141,RID1559,procedure
Serie Abdominal-50141,RID13166,clinical information
Serie Abdominal-50141,RID28483,comparison
Serie Abdominal-50141,RID4803,pneumoperitoneum
Serie Abdominal-50141,RID28453,abnormal
Serie Abdominal-50141,RID34642,calcifications
Serie Abdominal-50141,RID28569,set of bones
Serie Abdominal-50141,RID13170,impression section
Serie Abdominal,RID56,abdomen
Serie Abdominal,RID130,intestine
Serie Abdominal,RID4803,pneumoperitoneum
Serie Abdominal,RID10345,projection radiography
Serie Abdominal,RID1559,procedure
Serie Abdominal,RID13166,clinical information
Serie Abdominal,RID28483,comparison
Serie Abdominal,RID4803,pneumoperitoneum
Serie Abdominal,RID28453,abnormal
Serie Abdominal,RID34642,calcifications
Serie Abdominal,RID28569,set of bones
Serie Abdominal,RID13170,impression section
Skeletal Survey,RID4643,child abuse
Skeletal Survey,RID4650,fracture
Skeletal Survey,RID10345,projection radiography
Skeletal Survey,RID28819,skeletal survey
Skeletal Survey,RID1559,procedure
Skeletal Survey,RID13166,clinical information
Skeletal Survey,RID28483,comparison
Skeletal Survey,RID28486,observations section
Skeletal Survey,RID4650,fracture
Skeletal Survey,RID11185,soft tissue administration
Skeletal Survey,RID13197,bone organ
Skeletal Survey,RID6041,density characteristic
Skeletal Survey,RID13170,impression section
Skull Xray,RID10345,projection radiography
Skull Xray,RID9196,skull
Skull Xray,RID1559,procedure
Skull Xray,RID28483,comparison
Skull Xray,RID13170,impression section
Small Bowel,RID11588,barium sulfate suspension
Small Bowel,RID10345,projection radiography
Small Bowel,RID132,small intestine
Small Bowel,RID1559,procedure
Small Bowel,RID28483,comparison
Small Bowel,RID13170,impression section
TC Cálculos Renales-50142,RID10321,computed tomography
TC Cálculos Renales-50142,RID205,kidney
TC Cálculos Renales-50142,RID38586,renal calculus
TC Cálculos Renales-50142,RID229,ureter
TC Cálculos Renales-50142,RID237,urinary bladder
TC Cálculos Renales-50142,RID4996,urolithiasis
TC Cálculos Renales-50142,RID1559,procedure
TC Cálculos Renales-50142,RID28483,comparison
TC Cálculos Renales-50142,RID13173,normal
TC Cálculos Renales-50142,RID13170,impression section
TC Cálculos Renales,RID10321,computed tomography
TC Cálculos Renales,RID205,kidney
TC Cálculos Renales,RID38586,renal calculus
TC Cálculos Renales,RID229,ureter
TC Cálculos Renales,RID237,urinary bladder
TC Cálculos Renales,RID4996,urolithiasis
TC Cálculos Renales,RID1559,procedure
TC Cálculos Renales,RID28483,comparison
TC Cálculos Renales,RID13173,normal
TC Cálculos Renales,RID13170,impression section
TC Torace,RID10321,computed tomography
TC Torace,RID1243,thorax
TC Torace,RID1559,procedure
TC Torace,RID28483,comparison
TC Torace,RID13170,impression section
Tc-99m WBC Scan,RID11733,Tc-99m exametazine
Tc-99m WBC Scan,RID28483,comparison
Tc-99m WBC Scan,RID13170,impression section
Thoraxfoto,RID10345,projection radiography
Thoraxfoto,RID1243,thorax
Thoraxfoto,RID1559,procedure
Thoraxfoto,RID13166,clinical information
Thoraxfoto,RID28483,comparison
Thoraxfoto,RID1385,heart
Thoraxfoto,RID13437,lungs
Thoraxfoto,RID28569,set of bones
Thoraxfoto,RID13170,impression section
TK kamica nerkowa,RID170,pancreas
TK kamica nerkowa,RID5987,wall
TK kamica nerkowa,RID5786,dilated
TK kamica nerkowa,RID58,liver
TK kamica nerkowa,RID86,spleen
TK kamica nerkowa,RID11198,ureteral
TK kamica nerkowa,RID11198,ureteral
TK kamica nerkowa,RID10409,measurement
TK kamica nerkowa,RID28483,comparison
TK kamica nerkowa,RID1559,procedure
TK kamica nerkowa,RID28492,count
TK kamica nerkowa,RID10409,measurement
TK kamica nerkowa,RID10409,measurement
TK kamica nerkowa,RID34393,hydronephrosis
TK kamica nerkowa,RID3798,lymphadenopathy
TK kamica nerkowa,RID34393,hydronephrosis
TK kamica nerkowa,RID10409,measurement
TK kamica nerkowa,RID10409,measurement
TK kamica nerkowa,RID28752,set of adrenal glands
TK kamica nerkowa,RID28492,count
TK kamica nerkowa,RID1541,ascites
TK kamica nerkowa,RID10409,measurement
TK kamica nerkowa,RID130,intestine
TK kamica nerkowa,RID28492,count
TK kamica nerkowa,RID13166,clinical information
TK kamica nerkowa,RID13170,impression section
TK kamica nerkowa,RID5786,dilated
Trophoblastic Diseases CT,RID13170,impression section
Trophoblastic Diseases CT,RID13166,clinical information section
Trophoblastic Diseases CT,RID28483,comparison
Trophoblastic Diseases CT,RID302,uterus
Trophoblastic Diseases CT,RID1541,ascites
Trophoblastic Diseases CT,RID30760,pelvic wall
Trophoblastic Diseases CT,RID1559,procedure
Trophoblastic Diseases CT,RID39537,set of ovaries
Trophoblastic Diseases MRI,RID302,uterus
Trophoblastic Diseases MRI,RID1559,procedure
Trophoblastic Diseases MRI,RID13170,impression section
Trophoblastic Diseases MRI,RID28483,comparison
Trophoblastic Diseases MRI,RID13166,clinical information section
Trophoblastic Diseases MRI,RID1541,ascites
Ultrasound Scrotal,RID39184,varicocele
Ultrasound Scrotal,RID39541,set of testicles
Ultrasound Scrotal,RID13166,clinical information
Ultrasound Scrotal,RID3912,hydrocele
Ultrasound Scrotal,RID371,epididymis
Ultrasound Scrotal,RID13170,impression section
Ultrasound Scrotal,RID28483,comparison
Upper GI,RID134,duodenum
Upper GI,RID95,esophagus
Upper GI,RID10361,fluoroscopy
Upper GI,RID114,stomach
Upper GI,RID35817,oral contrast
Upper GI,RID11872,barium
Upper GI,RID11582,contrast agent
Upper GI,RID13166,clinical information
Upper GI,RID28483,comparison
Upper GI,RID28486,observations section
Upper GI,RID95,esophagus
Upper GI,RID5260,gastroesophageal reflux
Upper GI,RID114,stomach
Upper GI,RID134,duodenum
Upper GI,RID13170,impression section
US - 1st Trimester,RID49841,fetal biophysical profile
US - 1st Trimester,RID2509,sacrum
US - 1st Trimester,RID32829,right ovary
US - 1st Trimester,RID32830,left ovary
US - 1st Trimester,RID49442,indication
US - 1st Trimester,RID13173,normal
US - 1st Trimester,RID302,uterus
US - 1st Trimester,RID1547,fluid
US Kidneys,RID29662,right kidney
US Kidneys,RID29663,left kidney
US Kidneys,RID13173,normal
US Kidneys,RID205,kidney
US Kidneys,RID49442,indication
US Kidneys,RID237,urinary bladder
US Left Upper Extremity,RID5824,left
US Left Upper Extremity,RID34624,thrombosis
US Left Upper Extremity,RID10326,ultrasound
US Left Upper Extremity,RID1850,upper extremity
US Left Upper Extremity,RID28483,comparison
US Left Upper Extremity,RID28453,abnormal
US Left Upper Extremity,RID13170,impression section
US Neonatal Head,RID49442,indication
US Neonatal Head,RID13173,normal
US Pelvis-50531,RID302,uterus
US Pelvis-50531,RID3874,mass
US Pelvis-50531,RID32829,right ovary
US Pelvis-50531,RID13173,normal
US Pelvis-50531,RID30958,endometrium
US Pelvis-50531,RID49442,indication
US Pelvis-50531,RID294,uterine adnexa
US Pelvis-50531,RID1547,fluid
US Pelvis-50531,RID5978,parenchyma
US Pelvis-50531,RID32830,left ovary
US Pelvis,RID290,ovary
US Pelvis,RID2507,pelvis
US Pelvis,RID10326,ultrasound
US Pelvis,RID237,urinary bladder
US Pelvis,RID302,uterus
US Pelvis,RID13166,clinical information
US Pelvis,RID28483,comparison
US Pelvis,RID5851,orientation descriptor
US Pelvis,RID5772,size descriptor
US Pelvis,RID3874,mass
US Pelvis,RID308,cervix of uterus
US Pelvis,RID30958,endometrium
US Pelvis,RID5772,size descriptor
US Pelvis,RID32830,left ovary
US Pelvis,RID13170,impression section
US Scrotum-50532,RID49442,indication
US Scrotum-50532,RID371,epididymis
US Scrotum-50532,RID39541,set of testicles
US Scrotum-50532,RID365,scrotum
US Scrotum-50532,RID13173,normal
US Scrotum-50532,RID39541,set of testicles
US Thyroid FNA,RID12933,fine-needle aspiration
US Thyroid FNA,RID7578,thyroid gland
US Thyroid FNA,RID10326,ultrasound
US Thyroid FNA,RID28483,comparison
US Thyroid FNA,RID13170,impression section
US Thyroid,RID7581,right lobe of thyroid gland
US Thyroid,RID49442,indication
US Thyroid,RID7579,left lobe of thyroid gland
US Thyroid,RID13173,normal
US Thyroid,RID7584,isthmus of thyroid gland
US Thyroid,RID38136,lymph node group along superior mesenteric vein
US Thyroid,RID7578,thyroid gland
US Tiroide,RID7578,thyroid gland
US Tiroide,RID10326,ultrasound
US Tiroide,RID28483,comparison
US Tiroide,RID13170,impression section
Uterine Malformations MRI,RID325,vagina
Uterine Malformations MRI,RID237,urinary bladder
Uterine Malformations MRI,RID30958,endometrium
Uterine Malformations MRI,RID13169,comparison image
Uterine Malformations MRI,RID13170,impression section
Uterine Malformations MRI,RID1541,ascites
Uterine Malformations MRI,RID13166,clinical information section
Uterine Malformations MRI,RID302,uterus
Vaginal Cancer MRI,RID32936,wall of rectum
Vaginal Cancer MRI,RID325,vagina
Vaginal Cancer MRI,RID32629,left side of pelvic wall
Vaginal Cancer MRI,RID13170,impression section
Vaginal Cancer MRI,RID13166,clinical information section
Vaginal Cancer MRI,RID28483,comparison
Vaginal Cancer MRI,RID302,uterus
Vaginal Cancer MRI,RID30135,wall of urinary bladder
Vaginal Cancer MRI,RID30958,endometrium
Vesico-ureteraal reflux,RID237,urinary bladder
Vesico-ureteraal reflux,RID5261,vesicoureteral reflux
Vesico-ureteraal reflux,RID1559,procedure
Vesico-ureteraal reflux,RID13166,clinical information
Vesico-ureteraal reflux,RID28483,comparison
Vesico-ureteraal reflux,RID13170,impression section
Vulvar Cancer MRI,RID13170,impression section
Vulvar Cancer MRI,RID32936,wall of rectum
Vulvar Cancer MRI,RID28483,comparison
Vulvar Cancer MRI,RID30135,wall of urinary bladder
Vulvar Cancer MRI,RID30958,endometrium
Vulvar Cancer MRI,RID302,uterus
Vulvar Cancer MRI,RID1559,procedure
Vulvar Cancer MRI,RID272,vulva
Vulvar Cancer MRI,RID39537,set of ovaries
Vulvar Cancer MRI,RID325,vagina
White Blood Cell Scan,RID11858,indium
White Blood Cell Scan,RID3710,infection
White Blood Cell Scan,RID3382,inflammation
White Blood Cell Scan,RID1559,procedure
White Blood Cell Scan,RID13166,clinical information
White Blood Cell Scan,RID28483,comparison
White Blood Cell Scan,RID28486,observations section
White Blood Cell Scan,RID13170,impression section
Wrist Xray,RID10345,projection radiography
Wrist Xray,RID2177,wrist
Wrist Xray,RID5825,right
Wrist Xray,RID2177,wrist
Wrist Xray,RID5824,left
Wrist Xray,RID2177,wrist
Wrist Xray,RID5770,both
Wrist Xray,RID2177,wrist
Wrist Xray,RID28483,comparison
Wrist Xray,RID28569,set of bones
Wrist Xray,RID28711,set of joints
Wrist Xray,RID35730,portion of soft tissue
Wrist Xray,RID13170,impression section
Zevalin In-111 Imaging,RID11858,indium
Zevalin In-111 Imaging,RID3840,lymphoma
Zevalin In-111 Imaging,RID1559,procedure
Zevalin In-111 Imaging,RID28483,comparison
Zevalin In-111 Imaging,RID13170,impression section
